Time(s),VOLT 1,VOLT 2,VOLT 3,VOLT 4,VOLT 5,VOLT 6,VOLT 7,VOLT 8,VOLT 9
0.208479778,1.015849703,1.019617862,1.02282293,1.028046187,1.016600214,1.025937261,1.026394359,1.029897209,1.031113197
0.216818692,1.013441044,1.026871891,1.020611005,1.021098258,1.024661199,1.022424856,1.025173918,1.03564462,1.020790712
0.225157607,1.027525785,1.031379761,1.030330402,1.026274109,1.024765545,1.029000735,1.020311414,1.021969305,1.028564587
0.233496521,1.023319633,1.017595763,1.013294819,1.027047845,1.020280442,1.031107921,1.023723086,1.030614261,1.017564597
0.241835436,1.025630647,1.02241813,1.01825121,1.024770144,1.03252843,1.019304245,1.031479053,1.030661565,1.027924806
0.25017435,1.02801165,1.027384584,1.028863321,1.025713512,1.028600268,1.02464749,1.025431744,1.019719304,1.023246338
0.258513265,1.017109649,1.031650658,1.021312803,1.024649234,1.030008465,1.017599905,1.022148051,1.014419469,1.027426822
0.266852179,1.025310545,1.030093622,1.01887125,1.02484511,1.022592942,1.023470305,1.014741127,1.039590582,1.022684223
0.275191094,1.022821341,1.026787971,1.021214935,1.032708944,1.013968314,1.0234023,1.024486338,1.020165601,1.027868942
0.283530008,1.023611467,1.022638158,1.028742478,1.026191279,1.026548179,1.026663986,1.021442007,1.028234674,1.016441207
0.291868923,1.029952061,1.023008086,1.026828493,1.026839424,1.022978707,1.03183817,1.023072346,1.028739766,1.018954734
0.300207837,1.01750006,1.020967861,1.023343135,1.029708282,1.021631427,1.024758164,1.026989414,1.019156381,1.030334795
0.308546752,1.026527407,1.024089001,1.026133506,1.027292451,1.026790756,1.028082306,1.029323579,1.029117024,1.016228751
0.316885666,1.014058387,1.018340264,1.024256108,1.022908006,1.024448882,1.026567354,1.024959824,1.017200183,1.022257263
0.325224581,1.023565539,1.025194199,1.025465403,1.02797957,1.029219068,1.025978265,1.026246119,1.020279732,1.028504188
0.333563495,1.017518107,1.029120381,1.022471488,1.03010552,1.025656175,1.026326754,1.031198549,1.015812505,1.026946285
0.34190241,1.024618664,1.020610572,1.027831474,1.029045941,1.031084592,1.015037191,1.027314517,1.022074339,1.020058989
0.350241324,1.028533168,1.026206285,1.033131708,1.023071695,1.024874671,1.013927676,1.02507637,1.031049916,1.019495483
0.358580239,1.019648399,1.029004898,1.027987783,1.024901008,1.015722969,1.026673514,1.022131782,1.031434387,1.026315624
0.366919154,1.031450607,1.027401218,1.033332112,1.020470362,1.026850551,1.026934493,1.025789853,1.027205852,1.034007941
0.375258068,1.029535821,1.028578088,1.023463262,1.020623917,1.018988892,1.025107272,1.023131933,1.00927307,1.032072236
0.383596983,1.019892779,1.025156695,1.009711454,1.027846594,1.019011752,1.02782177,1.018429199,1.025378994,1.022670049
0.391935897,1.024960811,1.022051182,1.019342254,1.028246646,1.024040562,1.030107323,1.033066241,1.029818018,1.022102289
0.400274812,1.026061809,1.031701625,1.02597052,1.020910994,1.027469792,1.025693836,1.03382803,1.022059146,1.029745165
0.408613726,1.026934671,1.024366936,1.022602686,1.026140894,1.025250562,1.019895787,1.032420474,1.022718614,1.022107749
0.416952641,1.021455345,1.0254527,1.029128776,1.021380049,1.022446255,1.021072788,1.020460984,1.022651524,1.02288974
0.425291555,1.014496378,1.019167204,1.027593247,1.022570254,1.026343945,1.032102928,1.0199845,1.024645256,1.01702154
0.43363047,1.026594587,1.026103079,1.023054813,1.026324078,1.023559189,1.01750461,1.022891565,1.023468752,1.015375858
0.441969384,1.034309586,1.034193163,1.018083398,1.02540186,1.022636652,1.02824481,1.009313678,1.014198144,1.03039807
0.450308299,1.026005061,1.030113405,1.027677463,1.028689561,1.016553319,1.026169157,1.024972607,1.033828068,1.036528794
0.458647213,1.024158516,1.021218928,1.030154889,1.02641378,1.027143961,1.028299422,1.026457851,1.026618696,1.019122286
0.466986128,1.022899357,1.027292404,1.020849863,1.027944876,1.019545277,1.021899375,1.025994164,1.023419383,1.030088457
0.475325042,1.024383544,1.022634091,1.023624167,1.028728175,1.026989859,1.015067072,1.024500287,1.02546156,1.021641074
0.483663957,1.029075862,1.021789493,1.025047139,1.021978897,1.02953287,1.020687011,1.03758313,1.036600169,1.019698829
0.492002871,1.027302534,1.026973492,1.017967755,1.025757232,1.030365645,1.02548864,1.025452875,1.021696073,1.022197122
0.500341786,1.019970406,1.02104401,1.03048224,1.020028536,1.024752786,1.028553092,1.015150276,1.012841029,1.036811237
0.5086807,1.023971497,1.031812464,1.024677237,1.023832032,1.023240365,1.01602619,1.021185397,1.025079951,1.018371438
0.517019615,1.023934492,1.023173648,1.029738101,1.02614063,1.014598744,1.023611016,1.027937006,1.023308784,1.022373944
0.525358529,1.025325024,1.034200814,1.025504092,1.028840327,1.021954276,1.017609014,1.023625505,1.029448252,1.029478668
0.533697444,1.026018996,1.019774341,1.030666441,1.03033357,1.02679155,1.031495376,1.026643874,1.034812174,1.021813951
0.542036359,1.019018219,1.017719347,1.031188093,1.01660425,1.026207144,1.027270056,1.026609271,1.0306062,1.024544472
0.550375273,1.024594601,1.023701835,1.011563536,1.017132679,1.029558814,1.016285753,1.030302959,1.02559435,1.032709675
0.558714188,1.027212771,1.029218444,1.01971372,1.020554599,1.019758107,1.027643297,1.026333108,1.031730155,1.027230277
0.567053102,1.022751662,1.032800529,1.025761486,1.020653714,1.023506398,1.019369033,1.020836031,1.017372114,1.024460262
0.575392017,1.027207812,1.020362594,1.023225935,1.024240587,1.036642591,1.030783546,1.032072288,1.019861099,1.030102931
0.583730931,1.026343069,1.015315772,1.025630595,1.026152118,1.025741661,1.019917142,1.022111506,1.026335001,1.014924459
0.592069846,1.02242825,1.019483133,1.027999335,1.022323743,1.028143938,1.031996923,1.025344185,1.023496644,1.031672734
0.60040876,1.028524246,1.021273487,1.026865371,1.032517196,1.02937021,1.019338692,1.035552573,1.025556507,1.025086205
0.608747675,1.030618589,1.024511561,1.027795231,1.025770279,1.029389494,1.0329364,1.016851251,1.023267044,1.026361252
0.617086589,1.032801124,1.027564764,1.023752229,1.028457031,1.020733382,1.020433398,1.034522588,1.026109355,1.022337946
0.625425504,1.03569837,1.023895395,1.021184892,1.015913259,1.017569853,1.017432368,1.025201221,1.029027981,1.019041237
0.633764418,1.020682908,1.024060423,1.023621289,1.026769104,1.025447418,1.025214423,1.022404799,1.029860594,1.02458239
0.642103333,1.026192419,1.018136351,1.02883025,1.030352582,1.022993747,1.025478142,1.026499203,1.025608611,1.020566911
0.650442247,1.02856352,1.024688159,1.033210319,1.02594534,1.032467426,1.023534229,1.021052474,1.022969803,1.024823855
0.658781162,1.022895212,1.023653509,1.030038969,1.030596573,1.024143248,1.0311685,1.028089159,1.02334002,1.026129094
0.667120076,1.028253194,1.020321102,1.027855079,1.007392138,1.028722234,1.020338241,1.026347128,1.02635649,1.020750715
0.675458991,1.016000406,1.02250005,1.018486198,1.021595786,1.02559499,1.029509289,1.022690693,1.027529632,1.032113307
0.683797905,1.020058022,1.031025657,1.023064179,1.011880383,1.02392054,1.021619139,1.017252595,1.02477791,1.025380959
0.69213682,1.021497614,1.02657629,1.033157322,1.028218328,1.015922397,1.026586108,1.017751056,1.022982783,1.020314476
0.700475734,1.024604045,1.031150291,1.025305196,1.023844369,1.019108108,1.024143591,1.023272137,1.019998996,1.029641362
0.708814649,1.019451124,1.017348772,1.022824251,1.026203514,1.02429932,1.025546836,1.025229585,1.022914144,1.022051824
0.717153563,1.024959173,1.018449533,1.026958778,1.021448467,1.024853691,1.025314677,1.020061278,1.022738946,1.023827197
0.725492478,1.016231306,1.028068077,1.029515962,1.025111993,1.030426717,1.031166969,1.018690954,1.027950207,1.027241478
0.733831393,1.03005717,1.030938101,1.02613258,1.026052076,1.018124944,1.016359948,1.015247871,1.030597158,1.020326822
0.742170307,1.024156716,1.024415325,1.019548962,1.033559662,1.024560267,1.024251814,1.019271931,1.019619324,1.029345446
0.750509222,1.022965254,1.013816006,1.015823561,1.029148629,1.026010021,1.028109506,1.028722823,1.029819411,1.025504272
0.758848136,1.025741405,1.027115562,1.01533632,1.013087681,1.024981776,1.021846068,1.023598148,1.034165153,1.024716488
0.767187051,1.020206997,1.027827753,1.025111842,1.031953646,1.031960015,1.025628452,1.017509474,1.023771046,1.02882519
0.775525965,1.019251804,1.021627597,1.029356233,1.018318832,1.014993495,1.012839439,1.027884385,1.025665048,1.017400776
0.78386488,1.019632808,1.022731138,1.025811044,1.023659586,1.032389058,1.029584315,1.022504024,1.025074057,1.020552489
0.792203794,1.028971263,1.01890433,1.029888242,1.022181858,1.016525894,1.024578528,1.018763252,1.026241248,1.032106836
0.800542709,1.021185673,1.026195259,1.01644879,1.02003271,1.025124938,1.030216555,1.030561326,1.026674258,1.021375575
0.808881623,1.020913894,1.026125193,1.02977194,1.026963098,1.019234622,1.024509846,1.034357204,1.023160044,1.024256888
0.817220538,1.03005628,1.026987099,1.028825802,1.030226597,1.020131233,1.020196518,1.017853685,1.028344162,1.026632088
0.825559452,1.025046577,1.024309408,1.027002809,1.022389518,1.023023746,1.022196335,1.018105924,1.030818447,1.018552949
0.833898367,1.021925633,1.010530183,1.03162267,1.025231614,1.026027048,1.019423059,1.021438033,1.015964506,1.017751767
0.842237281,1.031550966,1.02221023,1.029168818,1.030318135,1.018139182,1.017092053,1.014012302,1.030610119,1.022000443
0.850576196,1.023447561,1.023410795,1.032194541,1.026745074,1.03505372,1.023553448,1.025911013,1.027867782,1.023459464
0.85891511,1.024767704,1.018124597,1.017147518,1.035313626,1.027587133,1.027793852,1.022769635,1.025934885,1.029255218
0.867254025,1.019589146,1.024566945,1.023037848,1.03186037,1.028264911,1.033857074,1.022896844,1.021836796,1.02460164
0.875592939,1.017796683,1.016535305,1.027254944,1.027949709,1.028599901,1.029177647,1.0183617,1.025338707,1.020609861
0.883931854,1.014760294,1.021687947,1.019840622,1.025528557,1.02298893,1.02244639,1.030527615,1.020807542,1.023704176
0.892270768,1.022890873,1.030722379,1.025049015,1.027731361,1.025392979,1.01929757,1.027255555,1.022147149,1.028284046
0.900609683,1.016478256,1.029381603,1.019633728,1.027561618,1.026249442,1.022009895,1.02754707,1.027874946,1.025956752
0.908948598,1.02012267,1.021305681,1.02272444,1.028005739,1.026532638,1.030513866,1.032991897,1.033247072,1.034627894
0.917287512,1.033464306,1.020055713,1.030521219,1.022662009,1.029743585,1.033985847,1.029209935,1.023912996,1.035047876
0.925626427,1.028665776,1.026431653,1.030070304,1.022679449,1.025464975,1.030101937,1.027141148,1.026384669,1.023704297
0.933965341,1.027506846,1.022316119,1.020220212,1.027303155,1.022725075,1.026828431,1.028673052,1.019587225,1.018689016
0.942304256,1.020385024,1.034020446,1.022163398,1.02520752,1.028874342,1.026022305,1.024819777,1.016256312,1.02012902
0.95064317,1.025941077,1.025962064,1.022617513,1.031943013,1.027529674,1.025975211,1.021025803,1.02701108,1.024625262
0.958982085,1.023162487,1.023473353,1.025593767,1.023437498,1.023093865,1.030472622,1.020639626,1.027992272,1.023777171
0.967320999,1.030879484,1.031828375,1.024627688,1.031293126,1.030509119,1.021876344,1.025731324,1.020309256,1.022626132
0.975659914,1.029907605,1.033202204,1.028478134,1.032796497,1.022893129,1.02782214,1.02876012,1.027985899,1.028987546
0.983998828,1.017287431,1.022286234,1.024558407,1.024684914,1.025285202,1.028019933,1.022163316,1.023322817,1.021442545
0.992337743,1.02845243,1.026501536,1.02176726,1.025684728,1.027153053,1.017048786,1.02795948,1.013958655,1.018476664
1.000676657,1.026399133,1.022508763,1.026919842,1.024133339,1.030951737,1.029112391,1.024798616,1.017014265,1.016735502
1.009015572,1.030541968,1.028027251,1.025102161,1.016112756,1.034873389,1.012665291,1.021202351,1.025553272,1.022838776
1.017354486,1.016074964,1.020636632,1.024956864,1.014341025,1.022644662,1.021310657,1.029687183,1.022920927,1.023008645
1.025693401,1.023327679,1.026554768,1.023992479,1.025487356,1.028913203,1.025895916,1.02714513,1.024951844,1.026164263
1.034032315,1.021672332,1.032050116,1.02962548,1.02129568,1.025848812,1.020979692,1.024629799,1.02901343,1.030933848
1.04237123,1.022732474,1.015062246,1.027424301,1.026261136,1.035391391,1.024400697,1.026502154,1.023699647,1.025938892
1.050710144,1.022604184,1.033277734,1.015954525,1.024641551,1.021815416,1.02609357,1.029618367,1.022175235,1.018936384
1.059049059,1.033251629,1.020618413,1.02097305,1.028131613,1.010769916,1.036668186,1.032437818,1.025212588,1.02803842
1.067387973,1.023706502,1.020647043,1.024122879,1.018766621,1.02941049,1.029726014,1.027729195,1.022651764,1.036275035
1.075726888,1.026383521,1.027350787,1.027385211,1.02477669,1.029874386,1.02879854,1.025080894,1.015325193,1.015932856
1.084065802,1.012639073,1.033548248,1.017292835,1.023855178,1.023437665,1.028553852,1.022506012,1.011605505,1.024409988
1.092404717,1.023681287,1.029267515,1.022252452,1.028789766,1.026616085,1.025474455,1.025289577,1.026886817,1.019752115
1.100743632,1.022732343,1.023426931,1.022132486,1.027911738,1.027431186,1.026529657,1.023643488,1.018133932,1.023132704
1.109082546,1.018578633,1.025668019,1.023721932,1.027936702,1.025137411,1.023393535,1.034367163,1.025455887,1.023989076
1.117421461,1.020031248,1.018237184,1.027349272,1.021297436,1.023063546,1.02992665,1.023448916,1.029628196,1.020011117
1.125760375,1.029125547,1.025475524,1.0301914,1.026554649,1.032416914,1.024094792,1.022962302,1.015498382,1.027780551
1.13409929,1.028073417,1.024550367,1.025765498,1.011453006,1.032787835,1.030142748,1.027359841,1.034022263,1.020541677
1.142438204,1.015202821,1.02503819,1.025140324,1.028031116,1.034677628,1.023989796,1.027904926,1.024082173,1.034529138
1.150777119,1.02344247,1.026575677,1.019030604,1.025716273,1.019059262,1.030536889,1.023303933,1.029478,1.015188806
1.159116033,1.030683773,1.022997479,1.027434699,1.025704338,1.031897759,1.015218312,1.025117602,1.016368416,1.030292408
1.167454948,1.024334926,1.022235702,1.022422272,1.021630194,1.023176324,1.019955831,1.020120352,1.02737051,1.024722076
1.175793862,1.022112368,1.027662654,1.033845035,1.01406647,1.026875692,1.019345482,1.021422681,1.029830382,1.023755355
1.184132777,1.029604334,1.025379011,1.024038953,1.025298244,1.020443443,1.029098496,1.021979832,1.028065303,1.029453887
1.192471691,1.019227723,1.028504475,1.022959679,1.025189638,1.026237524,1.02556129,1.03153026,1.025959232,1.027928546
1.200810606,1.011251897,1.036769929,1.016352244,1.033214163,1.030794083,1.028433773,1.023925331,1.014057404,1.019486027
1.20914952,1.029083922,1.026567029,1.023131481,1.025733996,1.027507651,1.028477993,1.031057521,1.025262362,1.034928161
1.217488435,1.021768022,1.02465091,1.021744874,1.024309194,1.025444539,1.025674065,1.022058879,1.025247147,1.028609482
1.225827349,1.018640672,1.023831124,1.020500964,1.020087922,1.029641325,1.029061794,1.03023443,1.028661453,1.031764649
1.234166264,1.014697551,1.036293424,1.023959519,1.024366789,1.019068751,1.027270979,1.022636727,1.027785572,1.026160015
1.242505178,1.02795299,1.032249702,1.033323542,1.021564134,1.029146571,1.025004531,1.029179141,1.025994926,1.028113455
1.250844093,1.018269526,1.018949905,1.024438997,1.032047009,1.028336894,1.027481108,1.021570257,1.031351907,1.025985749
1.259183007,1.024334429,1.025961935,1.028609657,1.031057919,1.027274088,1.023801795,1.026352843,1.030656989,1.033918053
1.267521922,1.024876381,1.033391533,1.018415099,1.020088464,1.021688945,1.011890207,1.021958831,1.024913688,1.026454123
1.275860837,1.025119606,1.019194007,1.025019225,1.016324655,1.030447765,1.019210746,1.021372624,1.027481006,1.023480187
1.284199751,1.026894183,1.019656781,1.024239235,1.020176481,1.026041393,1.026678355,1.021720366,1.018616153,1.028489447
1.292538666,1.027130752,1.017830456,1.02243071,1.022714972,1.028704821,1.030718237,1.023954034,1.028824035,1.026107763
1.30087758,1.022400172,1.017888602,1.025242696,1.024311746,1.0296558,1.028473468,1.024453543,1.019944943,1.027944927
1.309216495,1.01943341,1.025086814,1.024750511,1.021125067,1.02212803,1.017941229,1.024928684,1.009191498,1.029302576
1.317555409,1.022914345,1.022888093,1.018602421,1.022450405,1.022956573,1.024494496,1.025372784,1.020131847,1.020483602
1.325894324,1.022621615,1.037420311,1.012967446,1.025575061,1.017237433,1.026820757,1.024869786,1.028443208,1.027349518
1.334233238,1.024059071,1.019642203,1.030980711,1.029024837,1.029554024,1.029928362,1.022840097,1.022466909,1.014644699
1.342572153,1.020359467,1.017947236,1.021452484,1.02382021,1.027183991,1.033725212,1.029881838,1.025396083,1.024559504
1.350911067,1.025188281,1.022227649,1.030740041,1.024840586,1.020097197,1.034476125,1.025310941,1.031331716,1.016058257
1.359249982,1.026814903,1.026659813,1.023472824,1.028845554,1.022021445,1.024492561,1.027724627,1.019239838,1.026049348
1.367588896,1.018389817,1.034014553,1.014732345,1.019413901,1.020815306,1.019609298,1.020531809,1.018479134,1.012778828
1.375927811,1.024266609,1.027037893,1.025787574,1.036338733,1.022821441,1.012130548,1.02039429,1.022482392,1.029779937
1.384266725,1.030927811,1.025017034,1.027563544,1.017589904,1.020644395,1.022984118,1.022070404,1.026147259,1.026836171
1.39260564,1.029284201,1.020347762,1.026727272,1.017901638,1.020765971,1.023375178,1.023630931,1.024312172,1.02031616
1.400944554,1.021863909,1.023013715,1.024040256,1.020813529,1.025108123,1.023430914,1.025873452,1.033093475,1.033333756
1.409283469,1.035046396,1.026329868,1.01834211,1.024667666,1.03214007,1.02783006,1.034142951,1.020075961,1.023487159
1.417622383,1.024544733,1.018574314,1.025132998,1.026450737,1.02517083,1.022452046,1.020226267,1.015520012,1.013595163
1.425961298,1.020952227,1.024491993,1.024318453,1.013800703,1.026819096,1.020217579,1.025556438,1.027133097,1.018784636
1.434300212,1.03204806,1.016581743,1.024963328,1.036779831,1.023103589,1.026794021,1.023148224,1.017454019,1.02544296
1.442639127,1.024030334,1.015702957,1.033768991,1.021924159,1.031447145,1.020527022,1.037099954,1.019367652,1.018436409
1.450978041,1.024862368,1.023322649,1.027603115,1.023774322,1.024771293,1.031774081,1.027797578,1.025957263,1.027810091
1.459316956,1.020443639,1.026357166,1.023179105,1.030713237,1.023418227,1.017111414,1.016808272,1.025515629,1.021002274
1.467655871,1.016692354,1.022839527,1.020623667,1.027835358,1.025130356,1.024088566,1.032835692,1.024945665,1.033860098
1.475994785,1.021885217,1.028947719,1.021412375,1.024263665,1.022126692,1.025523954,1.019320544,1.02413459,1.027566499
1.4843337,1.031849304,1.028277318,1.023040008,1.027376611,1.029000694,1.02821263,1.024360298,1.027966036,1.01420792
1.492672614,1.023849112,1.023185952,1.027267482,1.029068363,1.018174874,1.026011023,1.022281723,1.026677896,1.025468625
1.501011529,1.024268697,1.025804161,1.017349462,1.025870749,1.018940331,1.024071069,1.025666984,1.023949258,1.018221723
1.509350443,1.030311614,1.02292338,1.022121926,1.021545933,1.033875561,1.027178334,1.023534895,1.032337728,1.015091554
1.517689358,1.019137675,1.029410084,1.032544141,1.020606375,1.020384823,1.030711854,1.022715925,1.038557478,1.02765917
1.526028272,1.027465889,1.02787772,1.023705644,1.023113162,1.03201274,1.024029448,1.032714014,1.020905577,1.025417548
1.534367187,1.029874234,1.027244016,1.01673773,1.031151717,1.026122514,1.03056412,1.019302663,1.029484808,1.02258385
1.542706101,1.030369432,1.026625723,1.031571417,1.021074582,1.031144022,1.022116544,1.020680838,1.021712441,1.023666706
1.551045016,1.021578855,1.019454024,1.021757473,1.028960201,1.025614737,1.022746522,1.031080283,1.025937402,1.015777381
1.55938393,1.026132173,1.024088827,1.0297029,1.02250351,1.025018616,1.029224569,1.016046056,1.025575348,1.027897647
1.567722845,1.025367766,1.027494902,1.024137336,1.026261696,1.022907561,1.025141267,1.023888874,1.021712538,1.021389935
1.576061759,1.021178257,1.028407439,1.022512705,1.033377071,1.024313524,1.015016898,1.014148905,1.019428462,1.027302117
1.584400674,1.026397638,1.023761519,1.031925376,1.027870291,1.01616588,1.026462466,1.025255792,1.031098949,1.034972749
1.592739588,1.030743526,1.029482716,1.027034077,1.027326061,1.021097097,1.028869837,1.026784744,1.032498786,1.025971042
1.601078503,1.023598986,1.029973637,1.022880302,1.024887886,1.031356601,1.024566566,1.027809695,1.024874014,1.02523336
1.609417417,1.025972781,1.022534171,1.018527216,1.025573454,1.024429747,1.017315215,1.023229407,1.02302034,1.027496494
1.617756332,1.026400349,1.025380483,1.021179155,1.019687339,1.027066597,1.019802359,1.024354317,1.035675143,1.022559505
1.626095246,1.025020376,1.024700824,1.032164723,1.025583149,1.028542564,1.029798021,1.022511063,1.024948874,1.026174603
1.634434161,1.017332255,1.02097907,1.024483148,1.025190833,1.029020556,1.014031482,1.019948248,1.022661247,1.035176243
1.642773076,1.028605735,1.023668687,1.03269782,1.023105743,1.014997493,1.026246535,1.029543608,1.031334234,1.029010216
1.65111199,1.026125245,1.029160922,1.021148379,1.022459298,1.022765143,1.033340772,1.025383388,1.019984149,1.030964248
1.659450905,1.025219569,1.019237138,1.030600218,1.026781841,1.026953457,1.021170305,1.019216768,1.023934773,1.026805692
1.667789819,1.025031538,1.021509552,1.029017416,1.0210365,1.031938143,1.026548464,1.022357222,1.026656891,1.025900791
1.676128734,1.018228152,1.027624905,1.030146156,1.025151126,1.022282818,1.016104935,1.020157131,1.023155244,1.018582958
1.684467648,1.027455949,1.026875408,1.030129117,1.02839059,1.023583284,1.030639071,1.027737332,1.022055503,1.03038737
1.692806563,1.022146083,1.026681336,1.025226368,1.028171931,1.026772986,1.023222678,1.019986658,1.014924103,1.022542358
1.701145477,1.023187261,1.020809792,1.027107938,1.030715788,1.015492169,1.023274518,1.028551661,1.033283429,1.031285445
1.709484392,1.030930721,1.028843856,1.020727712,1.022563112,1.026284888,1.026274476,1.031033216,1.016549199,1.031267031
1.717823306,1.021503766,1.024895608,1.029075797,1.038011895,1.021263125,1.032535743,1.02743717,1.026386999,1.020026263
1.726162221,1.0259705,1.030558837,1.016899098,1.03417399,1.016711876,1.02383237,1.02206814,1.018770833,1.019634526
1.734501135,1.022298542,1.025616196,1.021746085,1.027173837,1.023580759,1.026406134,1.015662561,1.027998117,1.027487678
1.74284005,1.030663624,1.03443779,1.0288593,1.025345413,1.021195305,1.024640849,1.014953216,1.028155167,1.022097584
1.751178964,1.023183819,1.020842522,1.027141574,1.019098446,1.033138067,1.028494426,1.026030667,1.031672034,1.035747323
1.759517879,1.020569324,1.024267478,1.024420413,1.022714957,1.016944685,1.021785189,1.030228218,1.027379619,1.015613747
1.767856793,1.024403252,1.024280609,1.018599831,1.035765367,1.025557148,1.029858119,1.029594526,1.023820991,1.029628047
1.776195708,1.017987635,1.033241687,1.023176591,1.02459138,1.026280394,1.024498711,1.026481993,1.028024558,1.022861
1.784534622,1.02757636,1.02103493,1.028405479,1.030397327,1.020837209,1.031928441,1.037454353,1.027901054,1.020589344
1.792873537,1.021770297,1.032835694,1.024766287,1.030338158,1.026817052,1.026586974,1.020611031,1.026788152,1.022653842
1.801212451,1.035558458,1.025657429,1.026124543,1.022334936,1.024881599,1.022224669,1.026752682,1.024349338,1.019202165
1.809551366,1.021945718,1.019642155,1.032088969,1.029465301,1.028370927,1.022776155,1.024306366,1.021985126,1.022555559
1.81789028,1.032801997,1.01907782,1.020509074,1.023828442,1.01819453,1.018792345,1.028426141,1.017107913,1.020793141
1.826229195,1.024242495,1.032687319,1.024480092,1.022276491,1.035586656,1.020052619,1.022827873,1.027024166,1.021425038
1.83456811,1.025987612,1.021245619,1.025938745,1.018761191,1.017485089,1.02703667,1.021169181,1.031433985,1.017562464
1.842907024,1.024380338,1.018471958,1.020965749,1.021526917,1.022080408,1.035687809,1.021801459,1.030998069,1.024064231
1.851245939,1.03139073,1.016786417,1.027751491,1.013462869,1.028108629,1.020912597,1.020620298,1.028209149,1.023330734
1.859584853,1.027666049,1.029920681,1.031666496,1.02223184,1.021078613,1.0131073,1.026426638,1.025413912,1.024815379
1.867923768,1.023693104,1.028730693,1.032747037,1.01611079,1.036601128,1.01751677,1.032834763,1.029945614,1.027974063
1.876262682,1.023610452,1.027935728,1.024752698,1.017420139,1.018650009,1.013985049,1.022025579,1.014934073,1.016071006
1.884601597,1.019187604,1.033022051,1.021409418,1.03078266,1.029205012,1.028491918,1.025757674,1.016154624,1.025649704
1.892940511,1.028559361,1.032371453,1.034441068,1.021869798,1.023091745,1.024147079,1.020231374,1.034503995,1.028880946
1.901279426,1.019564566,1.024657053,1.019311805,1.026718773,1.022417663,1.027825596,1.026283167,1.02555774,1.025780972
1.90961834,1.022843674,1.022353026,1.030424763,1.018954687,1.025320967,1.021271039,1.019138641,1.023537115,1.017303334
