Time(s),VOLT 1,VOLT 2,VOLT 3,VOLT 4,VOLT 5,VOLT 6,VOLT 7,VOLT 8,VOLT 9
0.524917,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.529083,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.533249,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.537415,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.541581,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.545747,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.549913,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.554079,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.558245,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.562411,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.566577,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.570743,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.574909,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.579075,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.583241,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.587407,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.591573,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.595739,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.599905,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.604071,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.608237,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.612403,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.616569,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.620735,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.624901,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.629067,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.633233,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.637399,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.641565,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.645731,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.649897,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.654063,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.658229,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.662395,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.666561,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.670727,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.674893,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.679059,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.683225,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.687391,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.691557,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.695723,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.699889,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.704055,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.708221,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.712387,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.716553,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.720719,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.724885,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.729051,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.733217,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.737383,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.741549,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.745715,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.749881,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.754047,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.758213,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.762379,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.766545,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.770711,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.774877,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.779043,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.783209,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.787375,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.791541,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.795707,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.799873,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.804039,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.808205,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.812371,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.816537,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.820703,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.824869,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.829035,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.833201,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.837367,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.841533,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.845699,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.849865,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.854031,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.858197,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.862363,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.866529,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.870695,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.874861,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.879027,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.883193,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.887359,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.891525,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.895691,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.899857,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.904023,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.908189,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.912355,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.916521,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.920687,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.924853,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.929019,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.933185,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.937351,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.941517,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.945683,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.949849,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.954015,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.958181,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.962347,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.966513,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.970679,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.974845,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.979011,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.983177,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.987343,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.991509,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.995675,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
0.999841,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
1.004007,1.040000,1.025000,1.025000,1.025788,0.995631,1.012654,1.025769,1.015883,1.032353
1.004007,0.942331,0.855755,0.000071,0.785367,0.722330,0.578471,0.701192,0.499173,0.255378
1.008173,0.939493,0.853338,0.000002,0.782796,0.719725,0.576431,0.698952,0.497461,0.254452
1.012339,0.935027,0.849490,0.000001,0.778769,0.715643,0.573273,0.695424,0.494815,0.253074
1.016505,0.931970,0.846758,0.000001,0.775992,0.712797,0.571089,0.692930,0.492948,0.252109
1.020671,0.929097,0.844146,0.000001,0.773371,0.710097,0.569026,0.690550,0.491167,0.251193
1.024837,0.926448,0.841682,0.000001,0.770942,0.707575,0.567110,0.688309,0.489494,0.250335
1.029004,0.924014,0.839364,0.000001,0.768698,0.705229,0.565338,0.686205,0.487923,0.249533
1.033170,0.921755,0.837158,0.000001,0.766601,0.703019,0.563678,0.684207,0.486433,0.248777
1.037336,0.919666,0.835064,0.000001,0.764649,0.700943,0.562129,0.682313,0.485023,0.248064
1.041502,0.917735,0.833073,0.000001,0.762830,0.698990,0.560682,0.680515,0.483686,0.247392
1.045668,0.915946,0.831175,0.000001,0.761133,0.697150,0.559329,0.678804,0.482415,0.246756
1.049834,0.914290,0.829362,0.000001,0.759549,0.695414,0.558061,0.677174,0.481205,0.246154
1.054000,0.912755,0.827627,0.000001,0.758066,0.693772,0.556871,0.675615,0.480050,0.245582
1.058166,0.911330,0.825964,0.000001,0.756676,0.692216,0.555753,0.674123,0.478945,0.245038
1.062332,0.910006,0.824366,0.000001,0.755371,0.690737,0.554699,0.672691,0.477885,0.244519
1.066498,0.908776,0.822827,0.000001,0.754144,0.689328,0.553704,0.671313,0.476867,0.244023
1.070664,0.907630,0.821343,0.000001,0.752988,0.687984,0.552763,0.669984,0.475886,0.243548
1.074830,0.906569,0.819917,0.000001,0.751903,0.686705,0.551876,0.668708,0.474944,0.243094
1.078996,0.905573,0.818529,0.000001,0.750871,0.685471,0.551029,0.667465,0.474028,0.242655
1.083162,0.904641,0.817182,0.000001,0.749892,0.684283,0.550221,0.666259,0.473140,0.242231
1.087328,0.903770,0.815874,0.000001,0.748961,0.683139,0.549451,0.665087,0.472277,0.241821
1.091494,0.902953,0.814601,0.000001,0.748075,0.682033,0.548714,0.663945,0.471436,0.241423
1.095660,0.902187,0.813359,0.000001,0.747230,0.680961,0.548007,0.662830,0.470616,0.241037
1.099826,0.901466,0.812148,0.000001,0.746421,0.679921,0.547328,0.661740,0.469815,0.240661
1.103992,0.900783,0.810957,0.000001,0.745640,0.678902,0.546669,0.660667,0.469028,0.240292
1.103992,0.983231,0.959376,0.879205,0.947830,0.912276,0.912918,0.942284,0.914455,0.906834
1.108158,0.985219,0.960693,0.882503,0.949831,0.914199,0.915138,0.944071,0.916674,0.909638
1.112324,0.989017,0.963779,0.889959,0.954150,0.918536,0.920260,0.948205,0.921790,0.916063
1.116490,0.991437,0.965628,0.894506,0.956767,0.921122,0.923302,0.950678,0.924862,0.919943
1.120656,0.993705,0.967366,0.898805,0.959213,0.923536,0.926147,0.953000,0.927753,0.923601
1.124822,0.995797,0.968977,0.902815,0.961462,0.925752,0.928768,0.955147,0.930433,0.927000
1.128988,0.997722,0.970467,0.906552,0.963524,0.927781,0.931176,0.957129,0.932913,0.930156
1.133154,0.999506,0.971858,0.910066,0.965433,0.929660,0.933414,0.958977,0.935232,0.933115
